exchange,inputdate,companyName,valueEUR,tradeSignificance
market transaction,20170913,FERROVIAL SA,10736.4,3
market transaction,20170913,FERROVIAL SA,82915.35,3
ASX (Australia),20170913,MOTOPIA LTD,358.4309,3
SIX (Switzerland),20170913,HYPOTHEKARBANK LENZBURG,46859.4627,3
Euronext Amsterdam (Netherlands),20170913,HEINEKEN NV,888400.0,3
Bucharest (Romania),20170913,BANCA TRANSILVANIA SA,4932.5519,3
Bucharest (Romania),20170913,OIL TERMINAL CONSTANTA,4500.2837,3
market transaction,20170913,CONTEXTVISION AB,64086.2492,3
Bucharest (Romania),20170913,SC FONDUL PROPRIETATEA SA,406972.8906,1
Oslobors (Norway),20170913,SD STANDARD DRILLING PLC,298321.4901,3
Oslobors (Norway),20170913,SD STANDARD DRILLING PLC,1221697.5309,3
OMX-Copenhagen (Denmark),20170913,RTX A/S,26207.244,3
ATHEX (Greece),20170913,MLS INNOVATION INC,10379.96,3
OMX-Copenhagen (Denmark),20170913,ALM BRAND A/S,151229.5021,1
OMX-Copenhagen (Denmark),20170913,COLOPLAST A/S,2780918.4801,3
OMX-Copenhagen (Denmark),20170913,COLOPLAST A/S,5498648.6047,3
derivative market (Italy),20170913,NICE SPA,34324.0,3
off exchange,20170913,TATE & LYLE PLC,0.0,1
LSE (UK),20170913,TATE & LYLE PLC,1452160.3634,1
not reported,20170913,UNITED PLANTATIONS BHD,33382.1452,3
LSE (UK),20170913,DIXONS CARPHONE PLC,15656.456,3
ATHEX (Greece),20170913,HELLENIC PETROLEUM SA,31634.36,3
Warsaw Stock Exchange (Poland),20170913,LOKUM DEWELOPER SA,481.7021,3
ATHEX (Greece),20170913,AEGEAN AIRLINES,14575.0,3
off exchange,20170913,AEOREMA COMMUNICATIONS PLC,335792.7,2
off exchange,20170913,AEOREMA COMMUNICATIONS PLC,348575.292,2
off exchange,20170913,AEOREMA COMMUNICATIONS PLC,36152.7653,2
block transaction/bulk deal,20170913,PREMIUM FUND SA,4526.853,1
LSE (UK),20170912,ALUMASC GROUP PLC,8242.3408,3
OMX-Helsinki (Finland),20170913,RAUTE OY,11602.0,3
Warsaw Stock Exchange (Poland),20170913,MASTER PHARM SA,47822.8046,3
SIX (Switzerland),20170913,PARTNERS GROUP AG,5665671.6418,2
off exchange,20170913,ENCE ENERGIA & CELULOSA,8371542.32,1
LSE (UK),20170913,CAIRN ENERGY PLC,22062.078,3
OMX-Helsinki (Finland),20170913,ROBIT PLC,12974.4,3
OTC,20170913,BENI STABILI SPA,740465.54,1
OTC,20170913,BENI STABILI SPA,435431.0,1
derivative market (Italy),20170913,BENI STABILI SPA,696607.274,1
OTC,20170913,BENI STABILI SPA,542544.334,1
derivative market (Italy),20170913,BENI STABILI SPA,7854.372,1
OTC,20170913,BENI STABILI SPA,211011.48,1
derivative market (Italy),20170913,BENI STABILI SPA,26357.8,1
derivative market (Italy),20170913,BENI STABILI SPA,26188.4,1
Italian regulated market (Italy),20170913,ISAGRO SPA,10139.0,3
Warsaw Stock Exchange (Poland),20170913,IMPEXMETAL SA,31160.9447,1
Warsaw Stock Exchange (Poland),20170913,IMPEXMETAL SA,6739.0974,1
Warsaw Stock Exchange (Poland),20170913,IMPEXMETAL SA,52100.5076,1
SIX (Switzerland),20170913,VONTOBEL HOLDING AG,107647.7612,3
Oslobors (Norway),20170913,SD STANDARD DRILLING PLC,7164842.6626,3
off exchange,20170913,XBRANE BIOPHARMA AB,5608.2143,2
off exchange,20170913,XBRANE BIOPHARMA AB,5601.0605,2
NASDAQ STOCKHOLM AB,20170913,CAVOTEC SA,108927.0027,3
NASDAQ STOCKHOLM AB,20170913,CAVOTEC SA,8.686,3
Warsaw Stock Exchange (Poland),20170913,ARTERIA SA,160040.0558,2
London (UK),20170913,AVEVA GROUP PLC,132882.156,3
off exchange,20170913,ENQUEST PLC,0.0,1
LSE (UK),20170913,ENQUEST PLC,34448.3933,1
off exchange,20170913,ENQUEST PLC,0.0,1
LSE (UK),20170913,ENQUEST PLC,33352.2755,1
SIX (Switzerland),20170913,STRAUMANN HOLDING AG,163302.0896,3
ISE (Dublin),20170913,ALLIED IRISH BANKS,12500.0,3
off exchange,20170913,LOGITECH INTERNATIONAL SA,0.0,1
off exchange,20170913,LOGITECH INTERNATIONAL SA,0.0,1
Istanbul (Turkey),20170913,KARDEMIR KARABUK DEMIR CELIK,17672.2903,1
Istanbul (Turkey),20170913,KARDEMIR KARABUK DEMIR CELIK,52834.6823,1
Istanbul (Turkey),20170913,KARDEMIR KARABUK DEMIR CELIK,19797.8235,1
Istanbul (Turkey),20170913,KARDEMIR KARABUK DEMIR CELIK,19737.094,1
Istanbul (Turkey),20170913,KARDEMIR KARABUK DEMIR CELIK,19980.012,1
Istanbul (Turkey),20170913,KARDEMIR KARABUK DEMIR CELIK,19919.2825,1
Istanbul (Turkey),20170913,KARDEMIR KARABUK DEMIR CELIK,19858.553,1
London (UK),20170913,WILMINGTON PLC,71569.2,3
off exchange,20170913,LOGITECH INTERNATIONAL SA,0.0,1
off exchange,20170913,LOGITECH INTERNATIONAL SA,0.0,1
Warsaw Stock Exchange (Poland),20170913,BBI DEVELOPMENT SA,192.4433,3
Warsaw Stock Exchange (Poland),20170913,BBI DEVELOPMENT SA,673.5516,3
Warsaw Stock Exchange (Poland),20170913,BBI DEVELOPMENT SA,2982.8714,3
off exchange,20170913,COHORT,8777.3614,1
off exchange,20170913,COHORT,8760.6461,1
off exchange,20170913,COHORT,8804.5705,1
off exchange,20170913,COHORT,8787.8035,1
Euronext Paris (France),20170913,FONCIERE DES REGIONS - GFR,452758.7729,3
Euronext Paris (France),20170913,FONCIERE DES REGIONS - GFR,39937.0933,3
Euronext Paris (France),20170913,FONCIERE DES REGIONS - GFR,397046.1126,3
Euronext Paris (France),20170913,FONCIERE DES REGIONS - GFR,481652.9693,3
Euronext Paris (France),20170913,FONCIERE DES REGIONS - GFR,3671306.5581,3
Euronext Paris (France),20170913,DEVOTEAM SA,1905916.94,3
Euronext Paris (France),20170913,FONCIERE DES REGIONS - GFR,686237.1645,3
Euronext Paris (France),20170913,HIGH CO SA,7579.4385,3
Euronext Paris (France),20170913,HIGH CO SA,2528.8995,3
Euronext Paris (France),20170913,HIGH CO SA,5030.0,3
Euronext Paris (France),20170913,HIGH CO SA,7501.2375,3
Euronext Paris (France),20170913,HIGH CO SA,2510.0,3
Euronext Paris (France),20170913,HIGH CO SA,2515.0,3
Euronext Paris (France),20170913,SOLOCAL GROUP,203599.9998,3
Euronext Paris (France),20170913,LANSON-BCC,11803.7405,3
Euronext Paris (France),20170913,HIGH CO SA,6503.4983,3
Euronext Paris (France),20170913,HIGH CO SA,2505.0,3
Euronext Paris (France),20170913,HIGH CO SA,1503.0,3
Euronext Paris (France),20170913,HIGH CO SA,2505.0,3
Euronext Paris (France),20170913,HIGH CO SA,1503.0,3
Euronext Paris (France),20170913,HIGH CO SA,3500.0,3
Euronext Paris (France),20170913,HIGH CO SA,1506.0,3
Euronext Paris (France),20170913,HIGH CO SA,1503.0,3
Euronext Paris (France),20170913,HEURTEY PETROCHEM,5598.5856,1
Euronext Paris (France),20170913,HEURTEY PETROCHEM,636547.6651,1
off exchange,20170913,FONCIERE DES REGIONS - GFR,1280786.3914,2
off exchange,20170913,FONCIERE DES REGIONS - GFR,425876.225,2
off exchange,20170913,FONCIERE DES REGIONS - GFR,2747545.6592,2
off exchange,20170913,FONCIERE DES REGIONS - GFR,242645.576,2
off exchange,20170913,FONCIERE DES REGIONS - GFR,2409005.222,2
off exchange,20170913,FONCIERE DES REGIONS - GFR,2922549.6261,2
off exchange,20170913,FONCIERE DES REGIONS - GFR,22274115.997,2
off exchange,20170913,FONCIERE DES REGIONS - GFR,4163698.3669,2
Euronext Paris (France),20170913,FONCIERE DES REGIONS - GFR,70242.7878,3
Euronext Paris (France),20170913,FONCIERE DES REGIONS - GFR,211060.4806,3
CASH SETTLEMENT,20170913,DEUTSCHE ROHSTOFF AG,179160.21,2
CASH SETTLEMENT,20170913,DEUTSCHE ROHSTOFF AG,257266.65,2
market transaction,20170913,FONCIERE DES REGIONS - GFR,29057992.5005,2
market transaction,20170913,FONCIERE DES REGIONS - GFR,500204.58,3
SIX (Switzerland),20170913,LEM HOLDING SA,42014.594,3
NASDAQ STOCKHOLM AB,20170913,SCA-SVENSKA CELLULOSA AB,6766.8363,3
NASDAQ STOCKHOLM AB,20170913,ATRIUM LJUNBERG AB,19749.8122,3
NASDAQ STOCKHOLM AB,20170913,CLOETTA AB,47103.3141,3
OTC,20170913,XBRANE BIOPHARMA AB,15671.3609,2
NASDAQ STOCKHOLM AB,20170913,BESQAB AB,3107194.6106,3
Euronext Bruxelles (Belgium),20170913,FAGRON NV,1511939.37,3
Euronext Bruxelles (Belgium),20170913,FAGRON NV,1137959.93,3
Euronext Bruxelles (Belgium),20170913,FAGRON NV,1470644.4,3
Euronext Bruxelles (Belgium),20170913,FAGRON NV,1696106.85,3
NORDIC GROWTH MARKET,20170913,GUIDELINE GEO AB,3222.6173,3
NYSE/NASDAQ/AMEX (USA),20170913,IDENTIV INC,36680.9146,3
NYSE/NASDAQ/AMEX (USA),20170913,NIELSEN HOLDINGS PLC,153376.1491,3
Bucharest (Romania),20170913,BANCA TRANSILVANIA SA,2879706.7018,3
off exchange,20170913,AMPLIFON SPA,0.0,1
MTA-Borsa Italiana,20170913,AMPLIFON SPA,428958.8717,2
Warsaw Stock Exchange (Poland),20170913,ATLANTIS S.A.,3871.0638,1
Warsaw Stock Exchange (Poland),20170913,ATLANTIS S.A.,1176.9082,1
Warsaw Stock Exchange (Poland),20170913,ATLANTIS S.A.,5377.9825,1
Warsaw Stock Exchange (Poland),20170913,INVESTMENT FRIENDS CAPITAL,1482.7022,1
Warsaw Stock Exchange (Poland),20170913,INVESTMENT FRIENDS CAPITAL,148.1798,1
Warsaw Stock Exchange (Poland),20170913,INVESTMENT FRIENDS CAPITAL,1280.2573,1
Warsaw Stock Exchange (Poland),20170913,INVESTMENT FRIENDS CAPITAL,4737.19,1
LSE (UK),20170913,BARCLAYS PLC,21351.5835,2
LSE (UK),20170913,JAYWING PLC,14733.9696,3
LSE (UK),20170913,EASYHOTEL PLC,21877.1227,3
Warsaw Stock Exchange (Poland),20170913,KERNEL HOLDING SA,68769.9108,3
Warsaw Stock Exchange (Poland),20170914,WIELTON SA,8352.9411,3
OTC,20170914,TOKMANNI GROUP OYJ,5858558.8,2
OMX-Helsinki (Finland),20170914,NEXT GAMES OYJ,100926.0,3
OMX-Helsinki (Finland),20170914,NEXT GAMES OYJ,100719.75,3
LSE (UK),20170914,NUMIS CORP PLC,75097.5625,3
LSE (UK),20170914,SAGE GROUP PLC,58009.3332,3
LSE (UK),20170914,SAGE GROUP PLC,58197.1406,3
Euronext Amsterdam (Netherlands),20170914,FORFARMERS NV,261047.38,3
SIX (Switzerland),20170914,KOMAX HOLDING AG,118471.9172,3
off exchange,20170914,SSIF BRK FINANCIAL GROUP SA,18918.2283,2
Bucharest (Romania),20170914,OIL TERMINAL CONSTANTA,7123.6915,3
Bucharest (Romania),20170914,BANCA TRANSILVANIA SA,371014.7252,3
off exchange,20170914,SSIF BRK FINANCIAL GROUP SA,18918.2283,2
Bucharest (Romania),20170914,OIL TERMINAL CONSTANTA,397.9091,3
OMX-Copenhagen (Denmark),20170914,ALM BRAND A/S,161433.5772,1
NASDAQ STOCKHOLM AB,20170914,BOULE DIAGNOSTICS AB,2207.1571,3
NASDAQ STOCKHOLM AB,20170914,BOULE DIAGNOSTICS AB,120479.8384,3
CASH SETTLEMENT,20170913,INFICON HOLDING AG,49471.1826,2
CASH SETTLEMENT,20170913,INFICON HOLDING AG,49820.8023,2
CASH SETTLEMENT,20170913,INFICON HOLDING AG,24888.5499,2
CASH SETTLEMENT,20170913,INFICON HOLDING AG,24888.5499,2
Oslobors (Norway),20170914,NEXT BIOMETRICS GROUP AS,199538.3905,3
NASDAQ STOCKHOLM AB,20170914,BUFAB HOLDING AB,525809.8849,3
market transaction,20170914,CIA DISTR INTEGRAL LOGISTA,587400.0,3
NASDAQ STOCKHOLM AB,20170914,INTRUM JUSTITIA AB,316453.9974,3
Bulgarian Stock Exchange (Bulgaria),20170914,SOPHARMA TRADING AD,386.6594,3
Bulgarian Stock Exchange (Bulgaria),20170914,SOPHARMA TRADING AD,388.1938,3
Bulgarian Stock Exchange (Bulgaria),20170914,SOPHARMA TRADING AD,19409.6889,3
Bulgarian Stock Exchange (Bulgaria),20170914,SOPHARMA TRADING AD,233.2231,3
Bulgarian Stock Exchange (Bulgaria),20170914,SOPHARMA TRADING AD,388.1938,1
OTC,20170914,VITA 34 AG,170000.0,2
off exchange,20170914,EUROHOLD BULGARIA AD,270174.5959,1
off exchange,20170914,EUROHOLD BULGARIA AD,301651.2479,1
off exchange,20170914,EUROHOLD BULGARIA AD,613579.96,1
off exchange,20170914,EUROHOLD BULGARIA AD,301732.436,1
off exchange,20170914,EUROHOLD BULGARIA AD,301732.436,1
off exchange,20170914,EUROHOLD BULGARIA AD,383590.6891,1
off exchange,20170914,EUROHOLD BULGARIA AD,383590.6891,1
off exchange,20170914,EUROHOLD BULGARIA AD,301865.8596,1
off exchange,20170914,EUROHOLD BULGARIA AD,301865.8596,1
off exchange,20170914,EUROHOLD BULGARIA AD,614016.4954,1
OMX-Copenhagen (Denmark),20170914,SCHOUW & CO A/S,175923.2093,3
OMX-Copenhagen (Denmark),20170914,SCHOUW & CO A/S,87985.7965,3
OMX-Copenhagen (Denmark),20170914,SCHOUW & CO A/S,4399.1178,3
off exchange,20170914,ACANDO AB,0.0,1
off exchange,20170914,ACANDO AB,0.0,1
OMX-Copenhagen (Denmark),20170914,DFDS AS,1475286.009,3
SIX (Switzerland),20170914,GAM HOLDING LTD,154330.1934,3
NASDAQ STOCKHOLM AB,20170914,MEDCAP AB,35925.3219,3
SIX (Switzerland),20170914,VONTOBEL HOLDING AG,215102.3168,3
Warsaw Stock Exchange (Poland),20170914,WOJAS SA,185.0061,3
Warsaw Stock Exchange (Poland),20170914,WOJAS SA,1440.6373,3
Warsaw Stock Exchange (Poland),20170914,WOJAS SA,721.8475,3
Warsaw Stock Exchange (Poland),20170914,WOJAS SA,443.6489,3
Warsaw Stock Exchange (Poland),20170914,WOJAS SA,2539.3415,3
Warsaw Stock Exchange (Poland),20170914,WOJAS SA,1743.0733,3
Warsaw Stock Exchange (Poland),20170914,WOJAS SA,1589.9,3
LSE (UK),20170914,WILMINGTON PLC,35980.2,3
off exchange,20170914,REDROW PLC,0.0,1
LSE (UK),20170914,TRAVIS PERKINS PLC,74262.9093,1
off exchange,20170914,REDROW PLC,0.0,1
London (UK),20170914,REDROW PLC,58058.5502,1
ATHEX (Greece),20170914,TITAN CEMENT CO SA,141152.68,3
off exchange,20170914,REDROW PLC,0.0,1
London (UK),20170914,REDROW PLC,43305.169,1
not reported,20170914,UNITED PLANTATIONS BHD,45943.9025,3
off exchange,20170914,REDROW PLC,0.0,1
LSE (UK),20170914,REDROW PLC,43299.5499,1
Oslobors (Norway),20170914,SCANSHIP HOLDING ASA,1086.793,3
LSE (UK),20170914,ALUMASC GROUP PLC,26041.114,1
LSE (UK),20170914,ALUMASC GROUP PLC,25895.6323,1
derivative market (Italy),20170914,NICE SPA,51621.0,3
Istanbul (Turkey),20170914,SARKUYSAN ELEKTROLITIK BAKIR,7044.6243,3
ATHEX (Greece),20170914,HELLENIC PETROLEUM SA,3880.0,3
ATHEX (Greece),20170914,HELLENIC PETROLEUM SA,20234.39,3
LSE (UK),20170914,JP MORGAN CHINESE IT,24819.2308,3
OMX-Helsinki (Finland),20170914,NEXT GAMES OYJ,100645.5,3
not reported,20170914,RAUTE OY,23240.0,3
OMX-Copenhagen (Denmark),20170914,ROBLON,26971.3981,3
off exchange,20170914,SANISTAL A/S,68366.808,1
off exchange,20170914,FRONTIER DEVELOPMENTS PLC,54954.99,3
OTC,20170914,RUBICON PARTNERS SA,150221.8665,2
OTC,20170914,RUBICON PARTNERS SA,85844.027,2
London (UK),20170914,FORBIDDEN TECHNOLOGIES PLC,44391.0924,2
Tradegate (Germany),20170914,KST BETEILIGUNGS AG,2567.16,1
NOT OTC,20170914,KST BETEILIGUNGS AG,5708.0,1
Frankfurt (Germany),20170914,KST BETEILIGUNGS AG,10687.5,1
off exchange,20170914,KST BETEILIGUNGS AG,28600.0,1
NOT OTC,20170914,KST BETEILIGUNGS AG,28600.0,2
LSE (UK),20170914,SOPHOS GROUP PLC,65109.1258,1
Istanbul (Turkey),20170914,SARKUYSAN ELEKTROLITIK BAKIR,104612.6709,3
Istanbul (Turkey),20170914,IPEK DOGAL ENERJI,1067365.4398,3
Istanbul (Turkey),20170914,SARAY MATBAACILIK KAGIT,10196.7955,3
Istanbul (Turkey),20170914,SARAY MATBAACILIK KAGIT,17155.2974,3
Istanbul (Turkey),20170914,SARAY MATBAACILIK KAGIT,14101.6277,3
Istanbul (Turkey),20170914,SARAY MATBAACILIK KAGIT,21487.8823,3
Warsaw Stock Exchange (Poland),20170914,OPONEO.PL SA,1624327.6658,1
Warsaw Stock Exchange (Poland),20170914,OPONEO.PL SA,261793.3164,1
LSE (UK),20170914,MAJESTIC WINE PLC,13521.448,3
off exchange,20170914,ALUMETAL SA,11207973.2543,1
Warsaw Stock Exchange (Poland),20170914,GRUPA HRC SA,291249.5757,3
Oslobors (Norway),20170914,BIOTEC PHARMACON,18645.9583,3
Oslobors (Norway),20170914,BIOTEC PHARMACON,18619.3212,3
Warsaw Stock Exchange (Poland),20170914,AIRWAY MEDIX SA,11899.1316,3
LSE (UK),20170914,STANDARD CHARTERED PLC,193025.5908,3
off exchange,20170914,CAPE PLC,358158.8335,1
off exchange,20170914,CAPE PLC,0.0,1
off exchange,20170914,CAPE PLC,1878384.5977,1
off exchange,20170914,CAPE PLC,241499.8403,1
off exchange,20170914,CAPE PLC,0.0,1
off exchange,20170914,CAPE PLC,1397123.8257,1
XETRA (Germany),20170914,CAPITAL STAGE AG,70869.6,3
off exchange,20170914,PROVIDENT FINL GROUP,0.0,1
LSE (UK),20170914,PROVIDENT FINL GROUP,67470.5375,1
Euronext Paris (France),20170914,HIGH CO SA,2520.0,3
Euronext Paris (France),20170914,HIGH CO SA,2515.0,3
Euronext Paris (France),20170914,HIGH CO SA,4000.0,3
Euronext Paris (France),20170914,HIGH CO SA,1503.0,3
Euronext Paris (France),20170914,HIGH CO SA,1500.0,3
Euronext Paris (France),20170914,HIGH CO SA,4112.0,3
Euronext Paris (France),20170914,HIGH CO SA,5100.0,3
Euronext Paris (France),20170914,HIGH CO SA,7635.0,3
Euronext Paris (France),20170914,HIGH CO SA,7650.0,3
Euronext Paris (France),20170914,HIGH CO SA,7710.0,3
Euronext Paris (France),20170914,HIGH CO SA,7770.0,3
Euronext Paris (France),20170914,HIGH CO SA,5171.7,3
Euronext Paris (France),20170914,HIGH CO SA,7770.0,3
Euronext Paris (France),20170914,HIGH CO SA,10380.0,3
Euronext Paris (France),20170914,HIGH CO SA,7800.0,3
Euronext Paris (France),20170914,HIGH CO SA,7815.0,3
Euronext Paris (France),20170914,HIGH CO SA,5180.0,3
Euronext Paris (France),20170914,HIGH CO SA,25552.0,3
Euronext Paris (France),20170914,HIGH CO SA,4088.0,3
Euronext Paris (France),20170914,HIGH CO SA,1022.0,3
Euronext Paris (France),20170914,HIGH CO SA,5102.8,3
Euronext Paris (France),20170914,HIGH CO SA,7651.35,3
Euronext Paris (France),20170914,HIGH CO SA,2565.0,3
Euronext Paris (France),20170914,HIGH CO SA,2575.0,3
Euronext Paris (France),20170914,HIGH CO SA,2580.0,3
Euronext Paris (France),20170914,HIGH CO SA,10220.0,3
Euronext Paris (France),20170914,HIGH CO SA,2550.0,3
Euronext Paris (France),20170914,HIGH CO SA,5100.0,3
Euronext Paris (France),20170914,HIGH CO SA,4088.0,3
Euronext Paris (France),20170914,LANSON-BCC,6260.1587,3
Euronext Paris (France),20170914,ALTAREA,194230.9,3
Euronext Paris (France),20170914,IPSOS SA,42144.48,3
Euronext Paris (France),20170914,IPSOS SA,40020.0,3
NASDAQ STOCKHOLM AB,20170914,BOULE DIAGNOSTICS AB,55576.7712,3
NASDAQ STOCKHOLM AB,20170914,BOULE DIAGNOSTICS AB,84730.7671,3
NASDAQ STOCKHOLM AB,20170914,BOULE DIAGNOSTICS AB,56654.995,3
AKTIETORGET,20170914,CLINE SCIENTIFIC AB,129.6518,3
AKTIETORGET,20170914,CLINE SCIENTIFIC AB,284.6332,3
off exchange,20170914,GETINGE AB,1425.2901,2
NASDAQ STOCKHOLM AB,20170914,FAST PARTNER AB,11202.54,3
off exchange,20170914,ACANDO AB,0.0,1
OTC,20170914,XBRANE BIOPHARMA AB,15671.3609,2
NORDIC GROWTH MARKET,20170914,WILLAK AB,2701.0625,3
off exchange,20170914,BEKAERT SA/NV,63450.0,1
Euronext Bruxelles (Belgium),20170914,BEKAERT SA/NV,103500.0,2
Euronext Bruxelles (Belgium),20170914,FAGRON NV,1245483.0,3
off exchange,20170914,GETINGE AB,105711.2395,2
market transaction,20170914,PETROFRONTIER CORP,1652.2224,3
Warsaw Stock Exchange (Poland),20170914,KRAKCHEMIA S.A.,102447.8805,1
Warsaw Stock Exchange (Poland),20170914,NETIA HOLDINGS SA,1106.0402,1
off exchange,20170914,AVEVA GROUP PLC,55.3869,1
off exchange,20170914,AVEVA GROUP PLC,72.5841,1
	FIRST NORTH SWEDEN,20170914,XINTELA AB,1720.1235,3
London (UK),20170914,AVEVA GROUP PLC,48664.9595,2
Warsaw Stock Exchange (Poland),20170914,PZ CORMAY SA,281389.6785,2
Warsaw Stock Exchange (Poland),20170914,PZ CORMAY SA,537639.472,2
off exchange,20170914,BANK ZACHODNI WBK SA,0.0,1
off exchange,20170914,BANK ZACHODNI WBK SA,0.0,1
off exchange,20170914,BANK ZACHODNI WBK SA,0.0,1
off exchange,20170914,BANK ZACHODNI WBK SA,0.0,1
off exchange,20170914,BANK ZACHODNI WBK SA,0.0,1
off exchange,20170914,BANK ZACHODNI WBK SA,0.0,1
off exchange,20170914,BANK ZACHODNI WBK SA,0.0,1
off exchange,20170914,BANK ZACHODNI WBK SA,0.0,1
off exchange,20170914,BANK ZACHODNI WBK SA,0.0,1
off exchange,20170914,BANK ZACHODNI WBK SA,0.0,1
LSE (UK),20170915,PURETECH HEALTH PLC,7656.24,3
LSE (UK),20170915,JOULES GROUP PLC,19673.2825,3
LSE (UK),20170915,EMPIRIC STUDENT PROPERTY,55433.7239,3
LSE (UK),20170915,DIVERSIFIED GAS & OIL PLC,28127.5125,3
LSE (UK),20170915,DIVERSIFIED GAS & OIL PLC,28127.5125,3
LSE (UK),20170915,FRANCHISE BRANDS PLC,59250.61,3
LSE (UK),20170915,FRANCHISE BRANDS PLC,59250.61,3
LSE (UK),20170915,FRANCHISE BRANDS PLC,59250.61,3
off exchange,20170915,PME AFRICAN INFRASTRUCTURE,2617.6675,1
Istanbul (Turkey),20170915,YESIL YATIRIM HOLDING AS,284878.7141,3
Bucharest (Romania),20170915,OIL TERMINAL CONSTANTA,1750.8924,3
Bucharest (Romania),20170915,COCOR SA BUCURESTI,425.3588,3
NASDAQ STOCKHOLM AB,20170915,EWORK GROUP AB,5459.2945,1
market transaction,20170915,CIA DISTR INTEGRAL LOGISTA,20877.57,3
Oslobors (Norway),20170915,SOLON EIENDOM ASA,47522.1703,3
Bucharest (Romania),20170915,ROPHARMA SA BRASOV,319.8447,3
Bulgarian Stock Exchange (Bulgaria),20170915,SOPHARMA TRADING AD,5442.2022,3
Bucharest (Romania),20170915,ROPHARMA SA BRASOV,405.453,3
ATHEX (Greece),20170915,HELLENIC PETROLEUM SA,19058.03,3
market transaction,20170915,SOPHARMA AD,7175.1236,3
market transaction,20170915,SOPHARMA AD,2391.7079,3
market transaction,20170915,SOPHARMA AD,4544.2449,3
market transaction,20170915,SOPHARMA AD,239.1708,3
market transaction,20170915,SOPHARMA AD,1178.4499,3
market transaction,20170915,SOPHARMA AD,2351.2724,3
market transaction,20170915,SOPHARMA AD,2334.1604,3
market transaction,20170915,SOPHARMA AD,281.5054,3
market transaction,20170915,SOPHARMA AD,881.74,3
market transaction,20170915,SOPHARMA AD,2282.6063,3
market transaction,20170915,SOPHARMA AD,11410.4732,3
market transaction,20170915,SOPHARMA AD,11180.217,3
Bolsa de Madrid (Spain),20170915,GESTAMP AUTOMOCION SA,599996.25,3
market transaction,20170915,SOPHARMA AD,6906.1668,3
market transaction,20170915,SOPHARMA AD,450.2788,3
NASDAQ STOCKHOLM AB,20170915,FAST PARTNER AB,37830.1311,3
AKTIETORGET,20170915,SHORTCUT MEDIA AB,802.5072,3
AKTIETORGET,20170915,SHORTCUT MEDIA AB,1202.2253,3
SIX (Switzerland),20170915,VONTOBEL HOLDING AG,216109.8313,3
derivative market (Italy),20170915,NICE SPA,44385.9,3
AKTIETORGET,20170915,QBNK HOLDING AB,4180.2868,3
AKTIETORGET,20170915,QBNK HOLDING AB,5594.5968,3
market transaction,20170915,SOPHARMA AD,274.9578,3
market transaction,20170915,SOPHARMA AD,229.1315,3
market transaction,20170915,SOPHARMA AD,4078.5408,3
market transaction,20170915,SOPHARMA AD,2282.0946,3
market transaction,20170915,SOPHARMA AD,2279.5362,3
market transaction,20170915,SOPHARMA AD,4472.0868,3
off exchange,20170411,FRANCHISE BRANDS PLC,5874499.5535,1
off exchange,20170411,FRANCHISE BRANDS PLC,46854.7065,1
off exchange,20170411,FRANCHISE BRANDS PLC,152736.3303,1
LSE (UK),20170915,OAKLEY CAPITAL INV,112474.972,3
off exchange,20170411,FRANCHISE BRANDS PLC,5874499.5535,1
off exchange,20170411,FRANCHISE BRANDS PLC,29372.1593,1
AKTIETORGET,20170915,ROOTFRUIT SCANDINAVIA AB,4914.9383,3
XETRA (Germany),20170915,KUKA AG,69009.66,3
off exchange,20170915,KOMAX HOLDING AG,225086.4627,1
New Connect warsaw (Poland),20170915,DR.FINANCE SA,154.0297,3
SIX (Switzerland),20170915,VARIA US PROPERTIES AG,16810.4974,3
SIX (Switzerland),20170915,VARIA US PROPERTIES AG,12974.5683,3
London (UK),20170915,JAMES CROPPER PLC,13228.0641,3
OTC,20170915,VITEC SOFTWARE GROUP AB,1290092.6366,2
OMX-Helsinki (Finland),20170915,NEXT GAMES OYJ,101870.25,3
SIX (Switzerland),20170915,SANTHERA PHARMACEUTICALS,43550.5113,3
SIX (Switzerland),20170915,SANTHERA PHARMACEUTICALS,27872.3272,3
	FIRST NORTH SWEDEN,20170915,ONIVA ONLINE GROUP EUROPE AB,1800.5666,3
	FIRST NORTH SWEDEN,20170915,ONIVA ONLINE GROUP EUROPE AB,3366.8271,3
